Date,Open,High,Low,Close,Adj Close,Volume,compound,neg,neu,pos
2014/4/24,329.670013,337.399994,322.950012,337.149994,337.149994,9293700,0.9694,0.053,0.836,0.111
2014/4/25,316.25,316.48999,302.709991,303.829987,303.829987,16180200,0.9719,0.055,0.844,0.101
2014/4/28,304.0,304.390015,288.0,296.579987,296.579987,14479800,0.6808,0.038,0.895,0.067
2014/4/29,296.440002,301.839996,290.450012,300.380005,300.380005,6509300,0.9509,0.0,0.866,0.134
2014/4/30,298.100006,304.559998,298.100006,304.130005,304.130005,4088600,-0.2023,0.122,0.774,0.104
2014/5/1,304.130005,310.480011,304.0,307.890015,307.890015,4328600,0.7003,0.0,0.961,0.039
2014/5/2,310.420013,313.290009,304.309998,308.01001,308.01001,3995100,0.6249,0.0,0.955,0.045
2014/5/5,306.369995,310.230011,305.0,310.049988,310.049988,2519900,-0.3818,0.05,0.888,0.062
2014/5/6,309.52999900000003,309.809998,297.040009,297.380005,297.380005,4682300,0.9752,0.027,0.843,0.13
2014/5/7,295.559998,296.399994,286.679993,292.709991,292.709991,7015200,0.6204,0.029,0.908,0.063
2014/5/8,290.820007,295.880005,287.230011,288.320007,288.320007,3848200,0.4939,0.038,0.889,0.073
2014/5/9,290.570007,293.679993,284.380005,292.23999,292.23999,4063000,-0.4118,0.064,0.915,0.021
2014/5/12,294.299988,303.339996,294.160004,302.859985,302.859985,3729600,0.7096,0.053,0.837,0.11
2014/5/13,302.600006,305.600006,300.75,304.640015,304.640015,3509900,-0.4215,0.098,0.837,0.065
2014/5/14,302.5,304.640015,296.660004,297.619995,297.619995,3323300,0.0,0.0,1.0,0.0
2014/5/15,298.019989,299.200012,290.380005,295.190002,295.190002,4295100,-0.34,0.121,0.828,0.05
2014/5/16,292.799988,298.880005,291.549988,297.700012,297.700012,3636800,-0.34,0.127,0.781,0.092
2014/5/19,295.76001,299.0,293.809998,296.76001,296.76001,2284200,0.9423,0.0,0.905,0.095
2014/5/20,297.100006,304.459991,296.75,301.190002,301.190002,4095700,0.7579,0.02,0.904,0.076
2014/5/21,302.209991,305.959991,301.519989,305.01001,305.01001,3408800,0.967,0.001,0.996,0.003
2014/5/22,305.049988,308.540009,303.01001,304.910004,304.910004,2576800,0.9136,0.003,0.986,0.011
2014/5/23,305.459991,312.350006,304.899994,312.23999,312.23999,3052900,0.9509,0.06,0.779,0.161
2014/5/27,314.410004,314.630005,307.380005,310.820007,310.820007,4862100,0.0,0.0,1.0,0.0
2014/5/28,309.5,313.820007,307.420013,310.160004,310.160004,2726000,0.6124,0.026,0.913,0.061
2014/5/29,310.420013,314.869995,310.200012,313.77999900000003,313.77999900000003,2365500,0.9117,0.017,0.914,0.07
2014/5/30,314.429993,314.649994,307.570007,312.549988,312.549988,4260200,0.967,0.0,0.965,0.035
2014/6/2,312.589996,312.600006,307.0,308.839996,308.839996,2203400,0.9062,0.002,0.984,0.014
2014/6/3,305.75,307.920013,305.070007,307.190002,307.190002,2379200,0.9986,0.0,0.836,0.164
2014/6/4,306.850006,309.5,303.839996,306.77999900000003,306.77999900000003,2107100,1.0,0.0,0.838,0.162
2014/6/5,308.100006,327.940002,306.899994,323.570007,323.570007,7796700,0.9987,0.009,0.838,0.153
2014/6/6,325.0,330.880005,324.929993,329.670013,329.670013,5244000,-0.3597,0.064,0.868,0.068
2014/6/9,331.570007,333.0,325.649994,327.5,327.5,3212200,0.1027,0.05,0.899,0.052
2014/6/10,327.649994,335.5,327.5,332.410004,332.410004,3663400,0.8646,0.029,0.855,0.116
2014/6/11,336.0,340.72000099999997,333.880005,335.200012,335.200012,4436800,0.9026,0.03,0.878,0.092
2014/6/12,335.549988,335.549988,324.660004,325.910004,325.910004,4276300,0.8476,0.018,0.896,0.085
2014/6/13,327.049988,329.299988,323.52999900000003,326.269989,326.269989,2764800,0.8625,0.0,0.86,0.14
2014/6/16,324.859985,328.690002,323.519989,327.619995,327.619995,2449800,0,0,0,0
2014/6/17,327.540009,331.339996,325.230011,325.619995,325.619995,2924100,0,0,0,0
2014/6/18,328.0,335.75,325.0,334.380005,334.380005,6401500,0.9541,0.07,0.769,0.161
2014/6/19,335.26001,338.899994,325.980011,327.0,327.0,5320600,0.9844,0.047,0.82,0.133
2014/6/20,327.76001,328.22000099999997,320.420013,324.200012,324.200012,6054000,-0.8922,0.129,0.838,0.034
2014/6/23,323.329987,327.549988,321.410004,327.23999,327.23999,2604800,0.0516,0.038,0.92,0.042
2014/6/24,327.540009,329.730011,322.73999,324.160004,324.160004,2626600,0.3182,0.072,0.769,0.159
2014/6/25,324.329987,328.149994,321.73999,327.440002,327.440002,2327800,0.3612,0.0,0.865,0.135
2014/6/26,328.48999,328.649994,322.130005,325.690002,325.690002,2699500,0.6808,0.0,0.869,0.131
2014/6/27,325.880005,326.519989,323.269989,324.570007,324.570007,2416200,-0.3875,0.087,0.868,0.045
2014/6/30,324.980011,326.980011,322.23999,324.77999900000003,324.77999900000003,2671300,0.6908,0.014,0.933,0.053
2014/7/1,325.859985,333.200012,325.100006,332.390015,332.390015,3173600,0.9901,0.017,0.835,0.148
2014/7/2,333.200012,336.76001,331.660004,332.850006,332.850006,2681300,0.8225,0.013,0.909,0.078
2014/7/3,334.829987,338.299988,333.079987,337.48999,337.48999,1944300,0.7876,0.065,0.832,0.103
2014/7/7,337.5,337.549988,332.519989,333.549988,333.549988,2128900,0.9448,0.042,0.84,0.118
2014/7/8,333.100006,333.73999,321.399994,323.809998,323.809998,4271600,0.8875,0.027,0.855,0.118
2014/7/9,324.709991,330.200012,323.149994,329.97000099999997,329.97000099999997,3166100,0.9186,0.0,0.891,0.109
2014/7/10,324.339996,329.980011,322.649994,327.920013,327.920013,2665000,0.8271,0.002,0.99,0.009
2014/7/11,334.709991,347.0,334.709991,346.200012,346.200012,8300800,0.9485,0.034,0.863,0.102
2014/7/14,347.02999900000003,355.769989,345.359985,355.320007,355.320007,5609900,0.9651,0.0,0.809,0.191
2014/7/15,353.72000099999997,355.589996,349.399994,354.440002,354.440002,4170900,0.8779,0.014,0.9,0.086
2014/7/16,355.619995,359.320007,353.0,355.899994,355.899994,3503600,0.9812,0.0,0.831,0.169
2014/7/17,353.440002,356.959991,351.380005,352.450012,352.450012,3636000,0.872,0.067,0.797,0.136
2014/7/18,354.399994,359.679993,352.079987,358.660004,358.660004,3407400,0.6908,0.017,0.914,0.07
2014/7/21,358.100006,361.709991,356.72000099999997,359.76001,359.76001,2278400,0.93,0.021,0.879,0.1
2014/7/22,355.25,362.929993,355.25,360.839996,360.839996,2888900,0.9723,0.019,0.794,0.188
2014/7/23,359.049988,360.630005,356.619995,358.140015,358.140015,2687300,-0.9607,0.124,0.876,0.0
2014/7/24,359.980011,364.850006,358.519989,358.609985,358.609985,7088700,-0.6812,0.094,0.825,0.081
2014/7/25,317.299988,324.869995,314.76001,324.01001,324.01001,17846500,-0.2867,0.114,0.768,0.118
2014/7/28,324.25,324.820007,316.5,320.410004,320.410004,5932000,0.3818,0.068,0.825,0.106
2014/7/29,321.980011,322.899994,319.5,320.0,320.0,2883800,0.0,0.0,1.0,0.0
2014/7/30,321.450012,322.730011,318.5,322.51001,322.51001,3969000,-0.0809,0.072,0.867,0.061
2014/7/31,320.01001,320.679993,311.859985,312.98999,312.98999,5192000,-0.3395,0.051,0.926,0.024
2014/8/1,313.690002,315.829987,304.589996,307.059998,307.059998,7441500,0.8506,0.038,0.792,0.171
2014/8/4,308.839996,316.179993,308.5,313.649994,313.649994,4200900,-0.5106,0.044,0.956,0.0
2014/8/5,313.299988,314.549988,310.059998,312.320007,312.320007,2852100,0.2023,0.0,0.797,0.203
2014/8/6,310.829987,315.77999900000003,310.200012,313.890015,313.890015,2296900,0,0,0,0
2014/8/7,315.209991,315.880005,309.649994,311.450012,311.450012,2935600,0.765,0.0,0.822,0.178
2014/8/8,311.940002,317.320007,310.660004,316.799988,316.799988,2705900,0.9286,0.0,0.754,0.246
2014/8/11,318.480011,320.380005,316.880005,318.329987,318.329987,2468600,-0.0027,0.103,0.751,0.147
2014/8/12,318.890015,321.309998,316.950012,319.320007,319.320007,1915800,0.0772,0.063,0.859,0.078
2014/8/13,327.600006,331.72000099999997,326.140015,326.27999900000003,326.27999900000003,4939100,0.9153,0.065,0.778,0.157
2014/8/14,327.799988,334.089996,326.709991,333.209991,333.209991,3420400,0.5859,0.038,0.865,0.096
2014/8/15,334.0,335.0,328.320007,333.630005,333.630005,3896700,0.6597,0.051,0.861,0.088
2014/8/18,335.480011,337.799988,333.769989,334.52999900000003,334.52999900000003,2485400,0.0,0.0,1.0,0.0
2014/8/19,334.869995,335.809998,333.01001,335.130005,335.130005,1713800,0.4215,0.0,0.884,0.116
2014/8/20,334.679993,337.160004,334.019989,335.77999900000003,335.77999900000003,1810500,0.8658,0.041,0.737,0.221
2014/8/21,336.480011,336.579987,332.230011,332.910004,332.910004,1971100,0.1779,0.0,0.779,0.221
2014/8/22,332.98999,334.079987,330.799988,331.589996,331.589996,2211200,-0.296,0.049,0.951,0.0
2014/8/25,333.209991,336.769989,332.709991,334.019989,334.019989,1957700,0.8979,0.008,0.895,0.097
2014/8/26,337.0,344.359985,334.549988,341.829987,341.829987,3654700,0.9914,0.023,0.796,0.181
2014/8/27,342.089996,346.670013,341.339996,343.179993,343.179993,2961600,0.6395,0.06,0.818,0.122
2014/8/28,340.0,341.790009,338.799988,340.019989,340.019989,2252700,0.34,0.0,0.911,0.089
2014/8/29,341.76001,341.820007,337.679993,339.040009,339.040009,1939500,0.6808,0.102,0.728,0.17
2014/9/2,339.980011,342.5,337.160004,342.380005,342.380005,2326000,0.8625,0.016,0.917,0.067
2014/9/3,342.540009,343.269989,337.549988,339.0,339.0,1993700,0.5574,0.0,0.971,0.029
2014/9/4,343.690002,349.380005,343.579987,345.950012,345.950012,3965600,0.886,0.0,0.835,0.165
2014/9/5,346.299988,346.829987,342.5,346.380005,346.380005,2107000,0.4019,0.0,0.748,0.252
2014/9/8,344.540009,345.809998,339.040009,342.339996,342.339996,2955300,-0.8271,0.229,0.68,0.091
2014/9/9,341.609985,341.76001,329.179993,329.75,329.75,4646800,0.8807,0.05,0.776,0.173
2014/9/10,334.299988,334.980011,328.820007,331.329987,331.329987,3797400,0.6808,0.0,0.847,0.153
2014/9/11,329.940002,333.01001,326.390015,330.519989,330.519989,2720200,0.5267,0.037,0.87,0.094
2014/9/12,329.559998,332.890015,328.790009,331.190002,331.190002,3429300,-0.0516,0.033,0.938,0.03
2014/9/15,330.910004,331.329987,319.0,323.890015,323.890015,4000400,0.0,0.048,0.889,0.063
2014/9/16,321.070007,329.480011,320.100006,327.76001,327.76001,3259900,0.8057,0.0,0.81,0.19
2014/9/17,327.76001,328.0,321.519989,324.0,324.0,4136000,0.8316,0.032,0.869,0.099
2014/9/18,325.440002,327.100006,323.709991,325.0,325.0,2576900,0.9169,0.026,0.763,0.21
2014/9/19,327.600006,332.76001,325.570007,331.320007,331.320007,6886200,0.4404,0.062,0.792,0.147
2014/9/22,328.48999,329.48999,321.059998,324.5,324.5,3109700,-0.0772,0.045,0.922,0.032
2014/9/23,322.459991,327.600006,321.25,323.630005,323.630005,2352600,0,0,0,0
2014/9/24,324.170013,329.440002,319.559998,328.209991,328.209991,2642200,0,0,0,0
2014/9/25,327.98999,328.540009,321.399994,321.929993,321.929993,2928800,0,0,0,0
2014/9/26,320.600006,323.5,317.640015,323.209991,323.209991,3638000,0,0,0,0
2014/9/29,320.5,323.75,319.0,321.820007,321.820007,1924600,0.0,0.0,1.0,0.0
2014/9/30,321.359985,323.429993,318.51001,322.440002,322.440002,2636200,0.7964,0.062,0.648,0.29
2014/10/1,322.040009,322.170013,315.549988,317.459991,317.459991,3089100,0.3182,0.068,0.807,0.125
2014/10/2,316.920013,318.52999900000003,311.309998,318.410004,318.410004,3553900,-0.0258,0.137,0.78,0.083
2014/10/3,320.359985,325.160004,319.52999900000003,322.73999,322.73999,3037400,-0.0057,0.144,0.751,0.105
2014/10/6,323.5,324.130005,319.600006,322.200012,322.200012,2290300,0.0,0.0,1.0,0.0
2014/10/7,319.429993,322.0,316.670013,316.980011,316.980011,2365400,0.4215,0.075,0.803,0.121
2014/10/8,316.579987,324.109985,314.140015,322.700012,322.700012,3452800,0.0,0.0,1.0,0.0
2014/10/9,321.48999,322.269989,314.519989,315.369995,315.369995,3587900,0,0,0,0
2014/10/10,314.019989,317.769989,311.380005,311.390015,311.390015,3681900,0.8625,0.033,0.777,0.191
2014/10/13,309.869995,313.200012,303.47000099999997,306.450012,306.450012,4363900,-0.128,0.109,0.771,0.12
2014/10/14,308.0,312.23999,305.75,308.309998,308.309998,3385800,-0.5563,0.115,0.774,0.11
2014/10/15,304.350006,307.899994,299.100006,305.97000099999997,305.97000099999997,5343900,0.7269,0.0,0.886,0.114
2014/10/16,293.829987,306.820007,293.829987,302.859985,302.859985,4731300,0.296,0.077,0.793,0.13
2014/10/17,307.149994,309.200012,302.72000099999997,303.640015,303.640015,4405100,0.7906,0.0,0.862,0.138
2014/10/20,302.950012,306.52999900000003,302.019989,306.209991,306.209991,3234500,0.1027,0.025,0.936,0.04
2014/10/21,309.899994,315.640015,307.070007,315.329987,315.329987,3559300,0.8658,0.019,0.873,0.109
2014/10/22,315.429993,318.980011,312.640015,312.97000099999997,312.97000099999997,3125900,0.7935,0.06,0.804,0.136
2014/10/23,313.399994,316.799988,311.399994,313.179993,313.179993,9038200,0,0,0,0
2014/10/24,284.399994,293.809998,284.0,287.059998,287.059998,19801100,0.2542,0.099,0.762,0.139
2014/10/27,285.700012,290.420013,285.019989,289.97000099999997,289.97000099999997,5950600,0.6509,0.044,0.79,0.166
2014/10/28,289.76001,298.0,289.76001,295.589996,295.589996,5572600,-0.6369,0.119,0.811,0.07
2014/10/29,299.109985,299.609985,293.070007,294.119995,294.119995,4881900,-0.0258,0.038,0.926,0.036
2014/10/30,293.980011,299.73999,292.359985,299.070007,299.070007,4055200,-0.4215,0.128,0.788,0.084
2014/10/31,305.149994,305.72000099999997,301.5,305.459991,305.459991,4550700,0.6249,0.0,0.924,0.076
2014/11/3,306.23999,308.01001,303.23999,305.72000099999997,305.72000099999997,3242500,0.5267,0.0,0.868,0.132
2014/11/4,303.98999,304.25,300.170013,302.809998,302.809998,3427400,0,0,0,0
2014/11/5,303.01001,304.0,294.160004,296.519989,296.519989,4674500,-0.9503,0.144,0.815,0.041
2014/11/6,296.690002,297.0,292.290009,296.640015,296.640015,3758100,0.9643,0.056,0.793,0.151
2014/11/7,297.820007,299.98999,296.290009,299.859985,299.859985,2647400,0.4588,0.116,0.718,0.166
2014/11/10,300.0,305.799988,300.0,305.109985,305.109985,2809100,0,0,0,0
2014/11/11,305.940002,312.380005,303.649994,312.01001,312.01001,3803600,0,0,0,0
2014/11/12,310.75,312.579987,308.790009,311.51001,311.51001,2183000,0,0,0,0
2014/11/13,312.0,317.890015,311.51001,316.480011,316.480011,3686400,0,0,0,0
2014/11/14,317.119995,332.880005,316.399994,327.820007,327.820007,8877800,0,0,0,0
2014/11/17,326.440002,328.0,318.02999900000003,323.049988,323.049988,4784900,0,0,0,0
2014/11/18,323.98999,329.559998,323.25,324.929993,324.929993,3549500,0,0,0,0
2014/11/19,327.25,328.399994,324.019989,326.540009,326.540009,3281600,0,0,0,0
2014/11/20,324.0,332.670013,323.329987,330.540009,330.540009,3436700,0,0,0,0
2014/11/21,335.420013,338.329987,331.47000099999997,332.630005,332.630005,4466600,0,0,0,0
2014/11/24,334.77999900000003,337.390015,333.600006,335.640015,335.640015,2754200,0.6808,0.034,0.889,0.077
2014/11/25,335.269989,336.329987,331.27999900000003,335.040009,335.040009,2565000,-0.7351,0.049,0.923,0.029
2014/11/26,333.77999900000003,334.649994,331.75,333.570007,333.570007,1983600,0.9648,0.043,0.803,0.154
2014/11/28,336.02999900000003,341.26001,336.02999900000003,338.640015,338.640015,3051800,0.4588,0.03,0.912,0.058
2014/12/1,338.119995,340.640015,325.929993,326.0,326.0,4944900,0.8481,0.04,0.843,0.117
2014/12/2,327.5,327.929993,323.25,326.309998,326.309998,2790300,0.5859,0.066,0.871,0.063
2014/12/3,325.730011,326.769989,314.359985,316.5,316.5,5681000,0.9828,0.047,0.806,0.147
2014/12/4,315.52999900000003,318.589996,313.47000099999997,316.929993,316.929993,3290300,0.9565,0.026,0.884,0.091
2014/12/5,316.799988,316.929993,310.839996,312.630005,312.630005,3265200,0.9893,0.015,0.776,0.209
2014/12/8,311.570007,316.559998,304.820007,306.640015,306.640015,3639200,0.9969,0.005,0.845,0.15
2014/12/9,302.98999,313.640015,301.140015,312.5,312.5,4049500,0.9805,0.004,0.885,0.111
2014/12/10,312.0,313.190002,304.679993,305.839996,305.839996,3245900,0.9371,0.031,0.865,0.104
2014/12/11,307.890015,312.640015,306.01001,307.359985,307.359985,3262900,0.9299,0.016,0.857,0.127
2014/12/12,303.98999,310.640015,303.01001,307.320007,307.320007,3153500,0.9274,0.0,0.891,0.109
2014/12/15,308.869995,310.859985,302.149994,306.070007,306.070007,3841600,0.7783,0.047,0.851,0.103
2014/12/16,304.350006,304.48999,295.01001,295.059998,295.059998,6501300,0.9747,0.024,0.872,0.104
2014/12/17,296.369995,299.670013,293.02999900000003,298.880005,298.880005,4433500,0.9382,0.0,0.91,0.09
2014/12/18,304.01001,304.5,293.25,297.730011,297.730011,7738100,0.9501,0.025,0.854,0.121
2014/12/19,296.910004,301.540009,295.519989,299.899994,299.899994,8709100,0.8126,0.0,0.893,0.107
2014/12/22,301.940002,307.359985,301.940002,306.540009,306.540009,4003800,0.7783,0.0,0.91,0.09
2014/12/23,306.980011,307.48999,303.25,306.290009,306.290009,2713700,0.8225,0.0,0.923,0.077
2014/12/24,306.380005,307.0,302.880005,303.02999900000003,303.02999900000003,1513800,-0.7189,0.143,0.857,0.0
2014/12/26,305.0,310.77999900000003,303.809998,309.089996,309.089996,2893800,0.1779,0.0,0.956,0.044
2014/12/29,307.850006,314.269989,306.579987,312.040009,312.040009,3009000,0.7783,0.0,0.904,0.096
2014/12/30,309.910004,313.940002,309.339996,310.299988,310.299988,2093000,0.5859,0.0,0.929,0.071
2014/12/31,311.549988,312.980011,310.01001,310.350006,310.350006,2048000,0.8807,0.0,0.899,0.101
2015/1/2,312.579987,314.75,306.959991,308.519989,308.519989,2783200,0.9442,0.0,0.942,0.058
2015/1/5,307.01001,308.380005,300.850006,302.190002,302.190002,2774200,0.1779,0.0,0.884,0.116
2015/1/6,302.23999,303.0,292.380005,295.290009,295.290009,3519000,0.2732,0.036,0.885,0.079
2015/1/7,297.5,301.27999900000003,295.329987,298.420013,298.420013,2640300,-0.4514,0.024,0.967,0.01
2015/1/8,300.320007,303.140015,296.109985,300.459991,300.459991,3088400,0.0,0.0,1.0,0.0
2015/1/9,301.480011,302.869995,296.679993,296.929993,296.929993,2592400,-0.6908,0.024,0.976,0.0
2015/1/12,297.559998,298.51001,289.27999900000003,291.410004,291.410004,3421400,0.9231,0.0,0.73,0.27
2015/1/13,297.480011,301.5,293.230011,294.73999,294.73999,4136400,0.3341,0.05,0.898,0.052
2015/1/14,291.929993,295.910004,286.5,293.269989,293.269989,5464600,0.7779,0.079,0.769,0.151
2015/1/15,294.0,296.0,286.820007,286.950012,286.950012,4419200,0.4588,0.0,0.925,0.075
2015/1/16,286.27999900000003,290.790009,285.25,290.73999,290.73999,3478200,0.2263,0.03,0.928,0.042
